test_id,세트,유형,난이도,family,pass_fail,actual_route,response_status,postgres_used,enterprise_rag_used,latency_ms,failure_reasons,user_query,기대_답변,response_text
Test 53,7차 마스터,제도 RAG,중,Document,PASS,document,success,False,True,11723.7,[],"""디폴트옵션은 한 번에 1개 상품만 직접 매수할 수 있다고 들었습니다. 그렇다면 제가 아침 영업시간에 A유형을 옵트인으로 매수하고, 이 주문 처리가 완전히 끝난 당일 오후에 다른 B유형을 추가로 옵트인 매수하는 방식으로 우회하여 가입하는 것은 허용되나요?""","• 불가능합니다. 아침에 A유형을 매수하여 보유하게 된 시점부터 이미 디폴트옵션 적립금을 운용 중인 상태가 되기 때문에, 같은 날 오후라 하더라도 다른 상품인 B유형을 추가로 옵트인 매수하는 것은 시스템상 제한됩니다 .","아닙니다. 디폴트 옵션은 한 번에 하나의 상품만 직접 매수할 수 있으며, 동일한 날에 여러 개의 디폴트 옵션을 순차적으로 매수하는 것도 허용되지 않습니다. A 유형을 오전에 매수한 후, 그날 오후에 B 유형을 추가로 옵트인 매수하려는 계획은 불가능합니다. A를 매수한 시점부터 이미 디폴트 옵션 적립금을 운용 중인 상태가 되기 때문에, 그 후에 다른 디폴트 옵션 B를 추가로 매수할 수 없습니다. 다른 유형을 직접 매수하려면 기존 A를 정리해야 합니다.

출처: doc29.xlsx / 자주 묻는 질문, S1,S3 21, 22"
Test 54,7차 마스터,제도 RAG,하,Document,PASS,document,success,False,True,13058.1,[],"""제 계좌에 예치된 예수금 1,000만 원을 정확히 반씩 쪼개어, 500만 원은 저위험 디폴트옵션 상품에 넣고 나머지 500만 원은 고위험 디폴트옵션 상품에 동시에 가입하는 옵트인 주문을 넣고 싶습니다. 포트폴리오 다변화를 위해 이렇게 나누어 가입하는 것이 가능한가요?""","• 불가능합니다. 가입자가 옵트인을 통해 직접 매수할 수 있는 디폴트옵션 상품은 전체 계좌 내 단 1개로 제한되므로, 동시 또는 순차적으로 나누어 복수의 상품을 옵트인 매수하는 방식은 허용되지 않습니다 .","아닙니다. 한 번에 두 개의 디폴트옵션 상품으로 나누어 옵트인 매수를 진행하는 것은 허용되지 않습니다. 이는 **옵트인으로 직접 매수할 수 있는 디폴트옵션 상품은 1개로 제한**되기 때문입니다. 따라서, 1,000만 원을 반씩 나누어 각각 저위험 및 고위험 디폴트옵션 상품에 동시에 가입하는 것은 불가능합니다.

대신, 하나의 디폴트옵션 상품을 선택한 후, 해당 상품 내에서 포트폴리오 비율을 조정하여 위험도를 분산하는 방법을 고려할 수 있습니다. 예를 들어, 선택한 디폴트옵션 상품 내에서 저위험 자산과 고위험 자산의 비율을 각각 50%로 설정함으로써 비슷한 효과를 얻을 수 있습니다. 이와 관련된 자세한 사항은 고객센터나 담당 금융 전문가에게 문의하시기 바랍니다.

출처: 참고 자료 2, 자주 묻는 질문 시트, 질문 번호 21번"
Test 55,7차 마스터,제도 RAG,상,Document,PASS,document,success,False,True,9456.0,[],"""정기예금 A 상품이 만기되어 6주 대기 기간(4주+2주)에 들어가서 현재 2주 차가 되었습니다. 그런데 이 와중에 제 계좌에서 똑같은 정기예금 A 상품의 두 번째 만기분이 새로 발생했습니다. 이 경우 두 번째 만기분에 대해서도 6주 대기의 절차와 통지가 개별적으로 새로 시작되나요?""","• 두 번째 만기분에 대해서는 별도로 통지를 다시 발송하지 않고 대기 기간을 개별적으로 운영하지 않습니다 .
• 처리 방식: 두 번째 만기 자산은 별도 절차를 생략하며, 첫 번째 만기 자금이 대기 기간을 끝마치고 실제 디폴트옵션 상품으로 운용(매수)되는 시점에 함께 취합되어 처리되도록 규정되어 있습니다 .","아닙니다. 동일한 상품이 납입 주기 때문에 여러 번 만기되는 경우에는 최초 만기 도래분에 대해서만 가입자 통지와 대기기간을 적용하고, 이후 만기분은 바로 사전지정운용방법으로 운용할 수 있습니다. 따라서 두 번째 만기분에 대해서는 별도의 6주 대기 기간과 통지가 새로 시작되지 않습니다. 이는 첫 번째 만기분이 실제로 디폴트 옵션으로 운용되는 시점에 두 번째 만기분도 함께 처리하는 방식으로 이해하면 됩니다. 출처: doc29.xlsx, 자주 묻는 질문"
Test 56,7차 마스터,제도 RAG,최상,Document,PASS,document,success,False,True,7838.1,[],"""정기예금 만기 자금의 6주 대기 기간 도중, 제가 마음이 바뀌어 해당 금액 전액을 임의의 일반 펀드로 직접 이체하여 운용지시를 마쳤습니다. 이로 인해 자동 매수는 취소되었는데요. 이후 제 계좌에서 동일한 정기예금이 다시 만기되었을 때, 이 자금은 대기 기간 없이 즉시 디폴트옵션으로 자동 매수되나요?""","• 아닙니다. 다음 만기분은 다시 처음부터 6주(4주+2주)의 대기 기간과 통지 절차를 거쳐야 합니다 .
• 이유: 가입자가 최초 만기분을 대기 기간 도중에 일반 상품으로 수동 이체하여 이탈시켰기 때문에 '디폴트옵션 자동 매수의 연속성'이 단절되었습니다 . 따라서 다음 만기분은 즉시 매수 대상이 될 수 없으며 정상 대기 기간을 다시 적용받습니다 .","네, 맞습니다. 정기예금 만기 자금의 6주 대기 기간 중에 직접 일반 펀드로 이체하여 운용 지시를 완료한 경우, 이후 동일한 정기예금이 만기되었을 때 대기 기간 없이 즉시 디폴트 옵션으로 자동 매수됩니다. 이는 가입자가 미리 정해둔 디폴트 옵션 상품으로 운용되는 것이며, 당사의 기준에 따릅니다."
Test 57,7차 마스터,제도 RAG,최상,Document,PASS,document,success,False,True,7249.8,[],"""예전 만기 자금의 6주 대기 기간이 끝나 디폴트옵션 상품으로 정상 자동 매수되어 굴러가고 있었습니다. 이후 제가 이 디폴트옵션 자산을 전량 매도하여 지금은 잔고가 0원입니다. 이 상태에서 동일한 정기예금의 다음 만기분이 새로 입금된다면, 이때는 다시 6주 대기를 해야 하나요, 아니면 바로 디폴트옵션으로 매수되나요?""","• 대기 기간 없이 즉시 사전지정운용방법(디폴트옵션)으로 자동 매수됩니다 .
• 규정 원리: 해당 계좌는 동일한 상품의 만기 자금으로 디폴트옵션을 실제 자동 매수한 이력이 확실히 존재하므로, 비록 현재 잔고가 0원이 되었더라도 연속성 지위가 인정되어 다음 만기 도래 즉시 매수 대상이 됩니다 .","맞습니다. 디폴트 옵션 상품으로 자동 매수된 적이 있는 동일한 상품이 다시 만기될 경우, 6주의 대기 기간 없이 만기일 익일 즉시 디폴트 옵션 상품으로 자동 매수됩니다. 따라서, 동일한 정기예금의 다음 만기분이 새로 입금되면 6주 대기 없이 바로 디폴트 옵션으로 매수됩니다."
Test 58,7차 마스터,제도 RAG,상,Document,PASS,document,success,False,True,9292.5,[],"""예금과 펀드가 섞인 포트폴리오형 디폴트옵션을 여러 차례 나누어 분할 매도(환매)하고 있습니다. 이번 마지막 부분 환매로 인해 포트폴리오 내부의 예금 비중이 전부 소진되어 중도해지 처리될 예정입니다. 이 경우 예금이 없어졌으니 남아 있는 펀드 부분도 시스템상 자동으로 강제 청산되어 해지되는 것인가요?""","• 아닙니다. 남은 펀드 자산은 강제 청산되지 않고 계속해서 유지 및 운용됩니다 .
• 규정 설명: 최종 분할 매수/매도 실무 처리 과정에서 포트폴리오 편입 예금 부분이 전액 매도·해지되어 깨지더라도, 남아 있는 펀드 적립금은 정상적으로 잔존하여 가입자의 선택에 따라 계속 운용할 수 있습니다 .","아닙니다. 포트폴리오 내부의 예금 비중이 전부 소진되어 중도해지 처리되더라도, 남아 있는 펀드 부분은 자동으로 강제 청산되어 해지되지 않습니다. 공식 FAQ에 따르면, 부분 매도 후 남은 적립금은 계속 디폴트 옵션으로 운용된다고 명시되어 있습니다. 따라서, 예금이 없어져도 펀드 부분은 계속해서 디폴트 옵션으로 관리됩니다.

출처: doc29.xlsx, 자주 묻는 질문, ""부분옵트아웃, 일부매도, 잔액은 계속 운용"""
Test 59,7차 마스터,제도 RAG,중,Document,PASS,document,success,False,True,7550.0,[],"""예금 50%와 펀드 50% 비중의 디폴트옵션 포트폴리오를 보유하다가 급전이 필요해 예금 부분만 대거 환매하여 비중이 10:90으로 망가진 상태입니다. 다음 달 성과급이 들어와 이 동일한 포트폴리오 상품을 추가로 매수하려고 합니다. 이때 새로 입금되는 돈은 망가진 비율(10:90)대로 사지나요, 아니면 원래 승인 비율(50:50)로 조정되어 사지나요?""","• 원래 승인 비중(50:50)에 맞추어 새로 편입 비율이 복원되며 매수됩니다 .
• 규격 설명: 포트폴리오형 디폴트옵션은 부분 매도로 인해 현재 계좌 내 보유 비율이 흐트러졌더라도, 향후 동일한 상품을 신규 매수하거나 추가 납입할 때는 최초 정부로부터 승인된 표준 목표 비중에 맞춰 투입 처리되도록 설계되어 있습니다 .","아닙니다. FAQ에 따르면 승인된 포트폴리오의 구성비가 변경되면 기존에 그 포트폴리오로 운용 중인 적립금도 변경된 비중에 맞게 조정되어야 합니다. 따라서 새로 입금되는 돈은 원래 승인된 비율인 50:50으로 조정되어 매수될 것입니다. 

출처: doc29.xlsx, 자주 묻는 질문"
Test 60,7차 마스터,제도 RAG,상,Document,PASS,document,success,False,True,8288.6,[],"""제가 가입한 혼합 포트폴리오 디폴트옵션의 내부에 편입된 3개 펀드 중 1개 펀드의 위험 등급이 한 단계 상향 조정되었습니다. 다행히 포트폴리오 전체의 통합 위험 등급은 변함이 없다고 하네요. 이 경우 중대한 투자 변경으로 보아 정부에 변경 승인을 새로 받고 가입자에게 일일이 정식 재동의를 거쳐야 하나요?""","• 포트폴리오 전체 위험 등급과 투자 전략의 핵심 기조에 중대한 변화가 없다면, 정식의 거창한 변경 승인을 새로 거치지 않고 경미한 변경 사항으로 간주하여 처리될 여지가 있습니다 .
• 다만, 전체 등급 자체가 상향되거나 자산배분 기조가 크게 바뀌는 중대한 변화 시에는 정부의 정식 승인과 가입자 재통지 등 완전한 절차가 수반되어야 합니다 .","아닙니다. 포트폴리오 자체의 위험등급 변동이 없고 투자전략의 중대한 변화도 없다면 경미한 변경으로 간주될 수 있습니다. 공식 FAQ에 따르면, 이러한 경우 정부 변경승인과 가입자 통지 등의 정식 절차를 거치지 않아도 될 가능성이 있습니다. 다만, 전체 위험등급이 바뀌거나 운용전략에 큰 변화가 있을 경우에는 정식 절차를 거쳐야 합니다.

따라서, 질문하신 상황에서 포트폴리오 전체의 통합 위험 등급이 변하지 않았고 투자 전략에도 중대한 변화가 없다면, 이는 경미한 변경으로 간주될 수 있으며 추가적인 정부 승인이나 가입자 동의 절차가 필요하지 않을 수 있습니다. 그러나 정확한 판단을 위해서는 구체적인 상황에 대한 추가 정보가 필요할 수 있으므로, 관련 기관에 문의하여 확인하는 것이 좋습니다.

출처: doc29.xlsx, 자주 묻는 질문"
Test 61,7차 마스터,제도 RAG,하,Document,PASS,document,success,False,True,9777.6,[],"""현재 제가 예전에 사전 지정해 둔 A유형 디폴트옵션 상품을 실제로 매수해서 보유 중입니다. 오늘 모바일 앱을 켜서 향후 적용될 사전지정운용방법을 B유형으로 새롭게 변경 완료했습니다. 이 경우 제가 기존에 사두었던 기보유 A유형 자산도 자동으로 시장에 매도되어 B유형으로 갈아타지게 되나요?""","• 아닙니다. 기존에 보유 중인 A유형 상품은 자동으로 매도되지 않고 그대로 안전하게 유지됩니다 .
• 원리: 가입자의 사전지정운용방법 '지정 변경'은 앞으로 만기되거나 대기할 미래 적립금의 처리 규정을 바꾸는 절차입니다 . 기존에 이미 매수 완료된 적립금을 B유형으로 교체하고 싶으시다면 별도로 매도 및 운용지시(교체매매)를 처리하셔야 합니다 .","아닙니다. 기존에 A유형 디폴트옵션 상품을 실제로 매수하여 보유 중인 경우, B유형으로 변경하더라도 기존에 보유한 A유형 자산이 자동으로 시장에 매도되어 B유형으로 전환되지는 않습니다. 이미 디폴트옵션 적립금을 운용 중인 가입자는 원칙적으로 다른 디폴트옵션 상품으로 옵트인 매수가 불가능하며, 다른 유형으로 직접 매수하려면 현재 보유 중인 디폴트옵션 적립금을 정리한 뒤 진행해야 합니다. (출처: 참고 자료 3)

따라서, 기존에 보유한 A유형 자산을 매도하고 B유형 상품으로 새로 매수하고자 한다면 직접 매도 절차를 밟아야 합니다. 사전지정운용방법의 변경은 자동으로 기존 보유 자산의 처분 및 새 상품 매수를 포함하지 않습니다."
Test 62,7차 마스터,제도 RAG,중,Document,PASS,document+law,success,False,True,14190.7,[],"""디폴트옵션 변경 승인이나 만기 통보를 위해 퇴직연금 사업자가 모바일 알림톡과 이메일로 통지문을 발송했으나, 제 스마트폰 번호 변경 및 스팸 차단으로 인해 모두 반송(실패) 처리되었습니다. 이 경우 사업자가 단순히 문자를 보낸 행위만으로 고지 의무를 다했다고 주장하는 것이 법적으로 유효한가요?""","• 유효하지 않습니다. 단순히 발송실패된 모바일 알림톡과 이메일 기록만으로는 법적인 고지 의무를 완전히 다했다고 보지 않습니다 .
• 필수 사후 조치: 통지문이 반송된 경우, 퇴직연금 사업자는 최종 백업 수단으로 가입자의 고객 정보에 등록되어 있는 실제 자택 또는 회사 주소지로 우편 통지를 서면 발송하여 전달해야 하는 법적 의무가 있습니다 .","아닙니다. 퇴직연금 사업자가 모바일 알림톡과 이메일로 통지문을 발송했으나, 수신자의 주소 변경이나 스팸 차단 등으로 인해 반송된 경우, 단순히 문자를 보낸 행위만으로는 고지 의무를 다했다고 보기 어렵습니다.

제공된 자료에 따르면, 반송된 메시지는 통지로 인정되지 않으며, 사업자는 가입자의 최신 연락처를 확인하고 필요 시 우편 등의 다른 방법으로 재통지해야 합니다. 따라서, 사업자는 가입자의 연락처가 최신 상태인지 주기적으로 확인하고, 필요 시 이를 수정하도록 안내해야 합니다. 만약 연락처 오류로 인해 통지가 제대로 이루어지지 않았다면, 사업자는 최종적으로 우편을 통해 통지해야 하며, 이러한 절차를 거쳐야만 고지 의무를 완전히 이행했다고 볼 수 있습니다.

따라서, 퇴직연금 사업자는 통지 후에도 반송 여부를 확인하고, 필요 시 추가적인 조치를 취해야 할 책임이 있습니다. 이는 가입자의 권리를 보호하기 위한 중요한 절차입니다. 

출처: 참고 자료 (doc29.xlsx, 자주 묻는 질문)"
Test 63,7차 마스터,절차 RAG,상,Document,PASS,document+law,success,False,True,21349.6,[],"""제 퇴직연금 DC 계좌에서 중도인출을 신청하려고 합니다. 작년에 제 명의로 집을 처음 장만하면서 '무주택자의 주택 구입' 사유로 중도인출을 한 차례 받아 유용하게 썼습니다. 올해 이 집을 전세로 주고 다른 지역의 아파트에 세입자로 들어가려는데, 이번에는 '무주택자의 전세 보증금' 사유로 두 번째 중도인출을 또 신청하는 것이 법적으로 가능한가요?""","• 불가능합니다. 현재 가입자는 무주택자 요건을 충족하지 못합니다 .
• 법적 이유: 중도인출 신청 시점 기준으로 ""본인 명의의 주택을 소유하지 않은 무주택자""여야만 전세 보증금 사유의 중도인출이 허용됩니다 . 비록 과거에 최초 집을 살 때 무주택자 사유로 돈을 뽑았더라도, 해당 집을 소유하고 있는 현재 상태에서는 주택 소유자로 분류되어 전세 보증금 인출을 추가 신청할 수 없습니다 .","네, '무주택자의 전세 보증금' 사유로 두 번째 중도인출을 신청하는 것이 법적으로 가능합니다.

퇴직연금 DC 계좌에서 중도인출을 신청할 수 있는 법정 사유에는 '무주택자인 근로자가 주거목적의 전세보증금 또는 임차보증금을 부담하는 경우'가 포함됩니다. 따라서 현재 본인 명의로 소유한 주택이 없고, 전세 계약을 본인 또는 동거하는 가족 명의로 체결한 경우라면 중도인출 신청이 가능합니다.

다만, 전월세 사유 중도인출의 경우 DC 제도에서는 하나의 사업장에서 재직 중 1회에 한하여 가능하다는 점을 유의하시기 바랍니다. 필요한 서류와 신청 시기에 대한 자세한 내용은 제공된 자료에 명시되어 있으니 참고하시어 절차를 진행하시면 됩니다."
Test 64,7차 마스터,제도 RAG,중,Document,PASS,document,success,False,True,15539.7,[],"""저희 기업에서 퇴직연금 규약을 우리 회사에 불리하게(예: 적립 부담금 납입 주기 축소 등 근로자에게 불리한 내용으로) 변경하면서, 너무 번거로워 노동조합이나 근로자대표의 동의 절차를 밟지 않고 이사회 승인만으로 변경하여 정부에 신고했습니다. 이 경우 절차상 하자가 있는 규약 변경에 대해 어떤 과태료나 벌칙이 가해지나요?""","• 근로자퇴직급여 보장법에 의거하여 500만 원 이하의 벌금형에 처해질 수 있습니다 .
• 의무 준수 사항: 회사가 퇴직연금 규약을 근로자에게 불리하게 변경하는 경우에는 단순한 의견 청취를 넘어 근로자대표(과반수 노동조합 또는 근로자 과반수)의 서면 동의를 반드시 구해야만 법적 효력이 인정되며, 이를 무시할 시 벌칙이 적용됩니다 .","네, 근로자퇴직급여 보장법에 따르면, 퇴직연금 규약을 변경할 때 근로자대표의 동의 없이 이사회 승인만으로 변경하는 것은 절차상 하자가 있습니다.

근로자퇴직급여 보장법 제4조 제3항 및 제4항에 따르면, 퇴직급여제도를 설정하거나 변경하려는 경우 근로자의 과반수가 가입한 노동조합이 있는 경우 그 노동조합, 없으면 근로자 과반수의 동의를 받아야 하며, 근로자에게 불리하게 변경하려는 경우에는 반드시 동의를 받아야 합니다.

이를 위반할 경우, 근로자퇴직급여 보장법 제46조에 따라 500만 원 이하의 벌금이 부과될 수 있으며, 제48조에 따라 500만 원 이하의 과태료가 부과될 수 있습니다.

따라서, 귀사의 경우 절차상 하자가 있는 규약 변경에 대해 최대 500만 원의 벌금 또는 과태료가 부과될 가능성이 있습니다. 정확한 판단을 위해서는 고용노동부 등 관련 기관에 문의하시거나 법률 전문가의 상담을 받으시는 것이 좋습니다."
Test 65,7차 마스터,제도 RAG,상,Document,PASS,document+law,success,False,True,15052.5,[],"""근로자가 퇴직한 후 퇴직급여법상 14일 이내에 퇴직금을 지급하지 못하면 연 20%의 무시무시한 지연이자가 붙는다고 들었습니다. 그런데 저희 기업은 이번에 법원으로부터 파산 절차를 밟는 중이거나 주주 간 퇴직금 적격성 소송 다툼이 벌어져 불가피하게 지급이 미뤄지고 있습니다. 이 경우에도 예외 없이 무조건 연 20%의 지연이자를 가입자에게 물어내야 하나요?""","• 아닙니다. 예외 조건이 인정되어 연 20%의 법정 지연이자가 적용되지 않습니다.
• 면제 사유: 근로자퇴직급여 보장법 시행령에 따르면 천재지변, 법원의 회생 및 파산 절차 개시 결정, 임금체불 소송 등 지연에 대한 정당한 사유가 법적으로 존재하는 기간 동안에는 특별히 지연이율 적용이 배제되며 일반 금리 수준이 적용됩니다.","아닙니다. 근로자퇴직급여 보장법에 따르면, 특별한 사정이 있는 경우 당사자 간의 합의에 따라 납입 기일을 연장할 수 있습니다. 예를 들어, 회사와 근로자 간 퇴직연금 부담금을 언제까지 납입하기로 한다는 내용의 합의가 있는 경우, 납입 기일을 연장할 수 있으며, 이 경우 지연이자가 발생하지 않습니다.

따라서, 기업이 법원으로부터 파산 절차를 밟는 중이거나 주주 간 퇴직금 적격성 소송 다툼이 벌어져 불가피하게 지급이 미뤄지는 경우, 이러한 특별한 사정을 고려하여 당사자 간의 합의를 통해 납입 기일을 연장할 수 있으며, 이에 따라 연 20%의 지연이자가 부과되지 않을 수 있습니다.

다만, 이러한 특별한 사정과 합의 과정은 법원의 판단과 관련 법령에 따라 달라질 수 있으므로, 구체적인 상황에 대해서는 법률 전문가의 상담을 받는 것이 좋습니다. 출처: doc17.pdf (페이지 3 및 2)"
Test 66,7차 마스터,제도 RAG,상,Document,PASS,document+law,clarify,False,True,6202.5,[],"""제가 목돈이 필요해 보유하고 있는 개인형 IRP 계좌의 적립금을 담보로 은행에서 담보 대출을 받으려고 합니다. 원래 퇴직연금 자산은 양도가 불가능하다고 하던데, 법적으로 담보 제공이 허용되는 긴급 사유와 제 적립금의 최대 몇 % 범위 내에서만 담보로 설정할 수 있는지 요건을 정확히 명시해 주세요.""","• 한도: 법적으로 담보를 제공할 수 있는 범위는 본인 IRP 적립금 평가액의 100분의 50(50%) 이내로 대출 한도가 엄격히 제한됩니다.
• 사유: 무주택자의 본인 명의 주택 구입 및 전세 보증금 마련, 본인 또는 부양가족의 6개월 이상 요양 비용 부담, 파산선고 또는 개인회생절차개시 결정을 받은 경우 등 법이 정한 특별 사유에 한해서만 담보 설정이 허용됩니다.","요청을 정확히 처리하려면 추가 정보가 필요합니다. 필요한 정보: 적용 여부를 판단하는 데 필요한 현재 상황.
- 적용 여부 판단에 필요한 사실관계(예: 중도인출 사유와 현재 상황)를 알려주세요."
Test 67,7차 마스터,실무 RAG,최상,Document,PASS,document,success,False,True,8550.1,[],"""회사가 DB형 제도를 운영하다가 자금 악화로 인해 연도 말 재정 검증 결과 법정 최소적립비율(100%)을 채우지 못하고 과소 적립 상태에 빠졌습니다. 이 사실을 확인한 퇴직연금 사업자는 누구에게 이 미달 사실을 알려야 하며, 결과를 서면 통보해야 하는 기한 규정이 가이드북에 구체적으로 명시되어 있는지 알려주세요.""","• 통보 대상: 퇴직연금 사업자는 재정 검증 결과 최소 적립 기준에 미달하는 경우, 해당 사용자(회사)와 전체 가입자의 대표(노동조합 등)에게 동시에 이 사실을 서면으로 통보하여 안내해야 합니다.
• 실무 가이드: 부족 사실을 확인한 후 정해진 검증 절차에 따라 지체 없이 부족 금액과 납입 계획의 이행을 촉구하는 서면 안내를 발송하도록 업무 매뉴얼에 명문화되어 있습니다.","퇴직연금 사업자는 회사가 법정 최소적립비율(100%)을 채우지 못하고 과소 적립 상태에 빠진 것을 확인했을 때, 그 사실을 회사에 통보해야 합니다. 또한, 통보 기한에 관해서는 퇴직연금 사업자가 매 사업연도 종료 후 **6개월 이내**에 재정 검증을 수행하고 그 결과를 회사에 통보해야 한다고 명시되어 있습니다.

따라서, 퇴직연금 사업자는 재정 검증 결과를 회사에게 서면으로 통보해야 하며, 이 통보의 기한은 사업연도 종료 후 6개월 이내입니다. (근로자퇴직급여 보장법 제16조 및 동법 시행령 제22조)"
Test 68,7차 마스터,상품 RAG,중,Product,PASS,product,success,True,True,1980.5,[],"""투자 설명서상 '미래에셋아세안셀렉트Q연금저축증권전환형자투자신탁1호(주식)' 상품은 소비자 관련주 편입 비율을 80% 이상으로 유지하도록 명시되어 있습니다. 그런데 펀드에서 매입하여 보유하고 있던 핵심 주식 하나가 이번 달 임시 주주총회 분할 합병 결정으로 인해 더 이상 '소비자 관련주' 카테고리에 속하지 않게 되었습니다. 이 즉시 규정 위반을 막기 위해 시장에서 해당 주식을 눈물을 머금고 즉각 강제 매도해야 하나요?""","• 아닙니다. 즉시 강제로 매도할 필요가 전혀 없으며 계속 보유해도 무방합니다 .
• 약관 근거: 약관 원문에 따르면, ""주식의 편입 시점에는 소비자 관련주였으나 이후 소비자 관련주에 해당되지 않게 된 경우에 기매입된 주식도 소비자 관련주로 볼 수 있다""고 명시되어 있어, 비율 위반이나 강제 매도 제재에 저촉되지 않습니다 .","다음 5개를 보여드리겠습니다.
상품 DB에서 확인된 결과입니다.
1. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-오프라인(C) / 위험등급 5(낮은 위험) / 총보수 연 0.55% / 출처 R2_KR5131420025.pdf
2. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-오프라인(C-F) / 위험등급 5(낮은 위험) / 출처 R2_KR5131420025.pdf
3. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-온라인(C-E) / 위험등급 5(낮은 위험) / 총보수 연 0.3% / 출처 R2_KR5131420025.pdf
4. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료선취-오프라인(A) / 위험등급 5(낮은 위험) / 총보수 연 0.25% / 출처 R2_KR5131420025.pdf
5. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료선취-온라인(A-E) / 위험등급 5(낮은 위험) / 총보수 연 0.175% / 출처 R2_KR5131420025.pdf
근거 출처: 투자설명서 / 상품 DB 기준."
Test 69,7차 마스터,상품 RAG,상,Product,FAIL,product+law,success,True,True,14066.1,"[""D:required_fact_coverage_low:0/2""]","""퇴직연금 계좌에서 가입할 수 있는 표준 채권형 자투자신탁 상품의 경우, 자산 운용 제한 가이드라인에 따라 장외파생상품매매에 따른 위험평가액 한도는 총 순자산 대비 몇 %이며, 사모집합투자증권(사모펀드)을 포트폴리오에 담는 것은 자산총액의 최대 몇 %까지 법적으로 허용되는지 수치를 명확히 대조해 주세요.""","• 장외파생상품 위험평가액 한도: 이 투자신탁의 자산총액 대비 100분의 10(10%) 이내로 극도로 보수적으로 통제하여 위험을 통제합니다.
• 사모펀드 집합투자증권 편입 한도: 사모집합투자기구의 집합투자증권에는 이 투자신탁 자산총액의 5% 이내에서만 투자가 가능하도록 통제합니다.","다음 5개를 보여드리겠습니다.
상품 DB에서 확인된 결과입니다.
1. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-오프라인(C) / 위험등급 5(낮은 위험) / 총보수 연 0.55% / 출처 R2_KR5131420025.pdf
2. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-오프라인(C-F) / 위험등급 5(낮은 위험) / 출처 R2_KR5131420025.pdf
3. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료미징구-온라인(C-E) / 위험등급 5(낮은 위험) / 총보수 연 0.3% / 출처 R2_KR5131420025.pdf
4. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료선취-오프라인(A) / 위험등급 5(낮은 위험) / 총보수 연 0.25% / 출처 R2_KR5131420025.pdf
5. DB다같이장기채권증권투자신탁[채권] / 클래스 수수료선취-온라인(A-E) / 위험등급 5(낮은 위험) / 총보수 연 0.175% / 출처 R2_KR5131420025.pdf
근거 출처: 투자설명서 / 상품 DB 기준."
Test 70,7차 마스터,인프라 RAG,상,Infrastructure,FAIL,document,success,False,True,3158.2,"[""D:required_fact_coverage_low:0/4""]","""네이버클라우드 환경에서 가상 사설 프라이빗 망인 VPC를 생성하고 내부에","• 할당된 서브넷 대역(예: 192.168.0.0/24) 중 처음 4개 주소와 마지막 1개 주소(총 5개)는 시스템 내부 할당 예약용으로 사용자가 할당받을 수 없습니다.
• 상세 주소 및 용도:
1. .0: Network 주소
2. .1: Gateway 주소
3. .2: DNS 주소
4. .3: 내부 서비스를 위한 예약 주소
5. .255: Broadcast 주소 (VPC에서는 사용되지 않으나 예약 보존)","죄송합니다만, 제공된 자료에는 네이버 클라우드 환경에서 가상 사설 프라이빗 망(VPC)을 생성하는 방법에 대한 정보가 포함되어 있지 않습니다.

관련된 자세한 내용은 네이버 클라우드 공식 문서나 지원팀에 문의하시기를 권장합니다."
Test 71,8차 심화,디폴트옵션 연속성,최상,Procedure,PASS,document,success,False,True,7220.4,[],동일한 정기예금에서 첫 번째 만기가 발생해 6주 대기 후 디폴트옵션으로 자동 매수됐습니다. 이후 디폴트옵션을 전량 매도해 잔고가 0원이 된 상태에서 같은 정기예금의 두 번째 만기가 발생하면 다시 6주를 기다려야 하나요?,"다시 기다리지 않고 즉시 자동 매수. 이미 동일 상품의 만기자금이 디폴트옵션으로 정상 자동 매수된 이력이 있으므로, 현재 잔고가 0원이더라도 연속성이 인정됨.","네, 동일한 정기예금의 두 번째 만기가 발생하더라도 다시 6주를 기다릴 필요는 없습니다. 

문서에 따르면, 동일한 상품이 여러 번 만기되는 경우 최초 만기 도래분에 대해서만 가입자 통지와 6주의 대기기간이 적용되고, 이후 만기분은 바로 사전지정운용방법(디폴트 옵션)으로 운용될 수 있습니다. 따라서 첫 번째 만기 이후 디폴트 옵션으로 자동 매수된 상태에서 두 번째 만기가 발생하면 별도의 통지나 대기기간 없이 바로 디폴트 옵션으로 운용됩니다.

출처: 참고 자료 2, doc29.xlsx, sheet 자주 묻는 질문, 34번 항목"
